entity_id,state,last_changed
sensor.153931628473058_total_energy_consumption,1350.39,2026-03-19T22:22:33.908Z
sensor.153931628473058_total_energy_consumption,1350.4,2026-03-19T22:23:07.118Z
sensor.153931628473058_total_energy_consumption,1350.41,2026-03-19T22:23:40.250Z
sensor.153931628473058_total_energy_consumption,1350.42,2026-03-19T22:24:14.040Z
sensor.153931628473058_total_energy_consumption,1350.43,2026-03-19T22:24:47.278Z
sensor.153931628473058_total_energy_consumption,1350.44,2026-03-19T22:25:20.543Z
sensor.153931628473058_total_energy_consumption,1350.45,2026-03-19T22:25:53.708Z
sensor.153931628473058_total_energy_consumption,1350.46,2026-03-19T22:26:27.472Z
sensor.153931628473058_total_energy_consumption,1350.47,2026-03-19T22:27:00.702Z
sensor.153931628473058_total_energy_consumption,1350.48,2026-03-19T22:27:33.903Z
sensor.153931628473058_total_energy_consumption,1350.49,2026-03-19T22:28:07.077Z
sensor.153931628473058_total_energy_consumption,1350.5,2026-03-19T22:28:41.264Z
sensor.153931628473058_total_energy_consumption,1350.51,2026-03-19T22:29:14.620Z
sensor.153931628473058_total_energy_consumption,1350.52,2026-03-19T22:29:47.776Z
sensor.153931628473058_total_energy_consumption,1350.53,2026-03-19T22:30:20.948Z
sensor.153931628473058_total_energy_consumption,1350.55,2026-03-19T22:30:54.848Z
sensor.153931628473058_total_energy_consumption,1350.56,2026-03-19T22:31:28.166Z
sensor.153931628473058_total_energy_consumption,1350.57,2026-03-19T22:32:02.460Z
sensor.153931628473058_total_energy_consumption,1350.58,2026-03-19T22:32:35.796Z
sensor.153931628473058_total_energy_consumption,1350.59,2026-03-19T22:33:08.965Z
sensor.153931628473058_total_energy_consumption,1350.6,2026-03-19T22:33:42.125Z
sensor.153931628473058_total_energy_consumption,1350.61,2026-03-19T22:34:14.324Z
sensor.153931628473058_total_energy_consumption,1350.62,2026-03-19T22:34:47.603Z
sensor.153931628473058_total_energy_consumption,1350.63,2026-03-19T22:35:20.877Z
sensor.153931628473058_total_energy_consumption,1350.64,2026-03-19T22:35:54.143Z
sensor.153931628473058_total_energy_consumption,1350.65,2026-03-19T22:37:00.654Z
sensor.153931628473058_total_energy_consumption,1350.66,2026-03-19T22:37:33.839Z
sensor.153931628473058_total_energy_consumption,1350.67,2026-03-19T22:38:40.275Z
sensor.153931628473058_total_energy_consumption,1350.68,2026-03-19T22:39:13.507Z
sensor.153931628473058_total_energy_consumption,1350.69,2026-03-19T22:40:20.842Z
sensor.153931628473058_total_energy_consumption,1350.7,2026-03-19T22:40:54.165Z
sensor.153931628473058_total_energy_consumption,1350.71,2026-03-19T22:41:27.409Z
sensor.153931628473058_total_energy_consumption,1350.72,2026-03-19T22:42:00.690Z
sensor.153931628473058_total_energy_consumption,1350.73,2026-03-19T22:43:08.189Z
sensor.153931628473058_total_energy_consumption,1350.74,2026-03-19T22:43:41.429Z
sensor.153931628473058_total_energy_consumption,1350.75,2026-03-19T22:44:14.642Z
